qid,text1,text2,label
14281,花呗收钱码关闭了，在开通怎么不能使用了,我的商家收钱码现在为什么用不了花呗了,0
7561,我需要短期的借呗,借呗如何分短期,1
55639,换手机了，没换号码，但是支付宝为什么蚂蚁借呗没了,换了手机号码就不能借蚂蚁借呗了吗,0
31189,我的借呗为什么只有***个月和***个月,现在蚂蚁借呗的期限只有***个月,1
44090,花呗还款怎么设置成余额宝扣款,花呗还款可以从余额里扣款不,1
29268,借呗逾期还清了啥时候能在用借呗,借呗逾期了 但是我已经结清了 什么时候可以继续借款,1
18387,蚂蚁借呗最高能涨多少,借呗最多分期多少笔,0
22517,我想开通借呗,就想开通蚂蚁借呗,1
19654,花呗现在有活动吗,这是蚂蚁花呗的活动吗,1
55913,花呗逾期的金额怎么分期还,花呗怎么分期支付,0
32981,上个月的款我这个月还了！然后我这个月退了货花呗里面怎么没看到钱,为什么我没有看到花呗的立即还款,0
38965,没还清借呗之前，还有额度，可以再借吗,蚂蚁借呗，之前的没还完，在可借额度内还能再借吗,1
11374,花呗不欠钱了，退的钱会退去哪里,我己经提前还清花呗的钱，又退回来的钱去哪儿了,1
8156,我借呗开不起来,我的借呗怎么进不去了,0
5382,***分钱元抽花呗红包在哪,花呗***分钱必得优惠券或红包，没有,0
40654,我是开店的，怎么不能开通花呗收款,我收钱能不能要花呗付款,0
21526,帮我查询下花呗消费记录,我想查一下花呗的帐单,1
12631,花呗显示让我登入别的手机号 号码已经不用了 怎么办,我的支付宝账号是现在的手机号，是。可是花呗上的手机号是以前不用的手机号，怎么办,1
10103,支付宝借呗在国外可以正常还款吗,借呗在国外可以可以还款吗,1
62301,我需要借呗额度提高,能帮我把借呗额度在提升,1
34908,花呗分期后可以恢复原额度,花呗成负额度后还款可以分期吗,0
8264,借呗 可以修改还款日期吗,借呗还款可不可以？修改日期,1
47055,押金已经退还，为什么还会计入花呗,已经退押金了，为什么花呗账单还有,1
35522,借呗账单能否分期,蚂蚁借呗能分期还么,1
45059,口碑支持花呗支付吗,口碑外卖不能用花呗,0
1876,花呗申请还款一半,花呗能先还一半吗,1
13218,花呗还款是什么形式还款的,花呗咱还款,1
15618,我想开通借呗,我怎么没有借呗,1
1465,花呗总金额没长过,可我的花呗金额没有变化,0
7344,能不能给我恢复花呗,能不能恢复花贝,1
6763,我的借呗怎么没有分期***个月的了,借呗为什么没办法分期***个月,1
17872,我的花呗最迟几号还款,花呗最晚还款日期,1
3103,以前的花呗号给忘了，现在登不了,我以前的花呗号忘记了,1
54941,借呗还款日没还上算逾期吗,借呗二天没还,0
59992,退到花呗了 还让我还钱,我花呗的钱退了还让我还钱,1
12729,花呗用不了，什么时候能好,我说我的花呗什么时候可以恢复,1
33944,蚂蚊借呗多少分能借***万元,最高多少额度蚂蚁借呗,1
8176,花呗还款日***号当天还算逾期吗,花呗***号还款具体,0
15406,借呗页面之前能用。现在怎么不能用,原借呗能用，为什么现在不能用,1
34068,花呗要多少信用,花呗要多少信用分,1
28240,我借呗啥时候能恢复,蚂蚁借呗停用什么时候可以恢复,1
37887,花呗十五号开通，那是下个月什么时候还款,如果我是在***月***号用的花呗我的还款日是什么时候,0
29241,一分钱领花呗感礼包,为啥我领不了花呗新人礼包,0
56580,我要怎样开通花呗收款,花呗收钱码在哪里开通,1
18065,花呗怎么登录淘宝,淘宝的蚂蚁花呗,1
36609,花呗、借呗如何出具结清证明,***元的借呗，结清证明,0
41404,不绑定银行卡能使用花呗吗,不绑定银行卡能开花呗吗,1
32789,取消网商贷恢复借呗,网商贷是过去的借呗吗,0
15230,我怎么还没花呗,我的花呗还没有开户,1
18319,我今天还了借呗，为什么没有恢复额度,我的借呗已经还清，为什么没有恢复借款额度,1
8979,支持花呗付款的那种,我的店为什么不能开通花呗付款,0
56953,花呗有有利息吗,花呗怎么计算利息,0
36969,花呗是否冻结e,我花呗，被冻结了,0
11778,花呗的钱怎么全额还款,怎么还。我在花呗。的钱,0
35181,借呗还款会有提醒短信吗,蚂蚁借呗已还款还会有短信通知吗,1
60390,为什么我的花呗从来不长的,为什么花呗没有分期了,0
11961,可不可以把网商贷转换成借呗,能不能把借呗换成网商贷,0
33963,花呗多久考察一次,花呗多久综合评估,1
29092,蚂蚁借呗分期后还能再分期么,花呗手机分期后还能分期还款么,0
3499,现在没有蚂蚁借呗了吗,借呗也没有,1
40975,饿了么怎么不可以用花呗付款,嘀嘀打车花呗支付不了,0
59775,花呗钱可以存到银行卡去吗,花呗上的余额可以转入银行卡上吗,1
30311,开通以后不用花呗可以吗,这个支付宝账户注销之后另一个就可以开通花呗了吗,0
28328,为什么还了花呗还没恢复额度？明细也还成功了,我的借呗以前还了就会恢复一部分额度，现在为什么还了都没有,1
37193,请关闭花呗，请关闭花呗，请关闭花呗，谢谢,花呗，如何关闭,1
39058,现在借呗要满足什么条件才能开通,我满足借呗使用条件了吗,1
20337,花呗怎么怎么打开通讯录,怎么同意花呗访问通讯录,1
6708,借呗到还款期可以余后一天还吗,借呗可以推迟还款不,1
44613,为什么我蚂蚁借呗日息是六毛,我的蚂蚁借呗日率怎么是***,1
55552,花呗提示已经退款，可是还款额没有变,退款后为什么花呗下月还款额不变,1
13527,明白了，只要不用花呗消费就不用还款,花呗是不是用多少还多少，不用就可以不还对吗,1
53985,有的不支持花呗怎么办,付款时显示该交易不支持花呗是怎么回事,1
8764,我支付里没有花呗,刚刚住册支付宝怎么没有花呗,1
47302,今天蚂蚁花呗如何还款,使用蚂蚁花呗付款，怎样还款,1
4123,我已经开通花呗，商家也开通了，为什么我不能用,商家未开通花呗支付功能,0
14818,我今天还了花呗，银行卡里已经扣了钱，为什么花呗没有还上,我没有绑定银行卡怎么还款花呗,0
19873,我用花呗付的摩拜单车的押金暂时不能退押金，押金返回不了花呗,我用花呗缴纳了共享单车的押金，现在退回押金，为什么显示是提高花呗额度,0
24093,蚂蚁借呗还完款怎么借不了了,我昨天还有借呗额度怎么今天就没了,0
55885,借呗还款余额宝没钱就会从卡里扣吗,我的余额宝里有钱，为什么给借呗还钱时显示没有钱,0
3633,为什么我的花呗多了***多要还款,我发现我的花呗忽然还款多了一百多,1
17809,客户扫我的收钱码，花呗是灰的，不能选择，只能信用卡和余额,花呗和信用卡手续费怎么说,0
29442,花呗有个抽奖,蚂蚁花呗积分抽奖,1
29947,我的蚂蚁花呗我想提前还点怎么还不了,花呗这几天怎么不能提前还款,1
14883,我花呗限额,花呗余额度是什么,0
10744,您可登陆支付宝账号**********使用花呗,你可以使用另外一个账号登录花呗,0
2808,以前的手机号绑定了花呗现在怎么办,我用现在的手机号码上支付宝花呗，显示我原来的手机号码，我怎么办,1
24720,我的花呗多少钱额度,我的花呗现在额度是多少,1
27511,开通花呗没用需要手续费吗,我没有用花呗，要不要收费,1
25214,借呗逾期。忘记还款。借呗额度就没有了,借呗晚一天还款算逾期,0
7905,花呗借款还款日期间隔,花呗还款日含当天吗,0
10461,怎么花呗分期取消,花呗分期期数可以改吗,0
34450,花呗付款 交易成功后退货退款 退回花呗 为什么下月还要花呗还款,为什么金额退回还要还花呗,1
28951,借呗还款后还可以再借吗,借呗还清后，可以随时再借吗,0
38912,还花呗送积分嘛,还花呗有送积分吗,1
5306,花呗说我安全验证未通过,花呗安全验证未通过,1
34432,我想做一个可以商用的花呗二维码可以吗,花呗的二维码立牌能做吗,0
33064,信用卡/花呗还款服务费是什么,信用卡/花呗收款服务费是什么钱,1
44626,借呗额度每个月不一样耶,借呗的利率是不一样的,0
28969,我为什么开通蚂蚁借呗，不能提交,借呗为什么还没有开通,1
36796,花呗没还清不能开通借呗吗,花呗没还清。是不是没办法开通借呗,1
21945,淘宝已经退款了，怎么花呗还有这笔数,花呗已还完但需退款,0
36135,商家花呗收款有额度么,花呗收款有金额上限吗,0
43106,蚂蚁借呗变成了网商贷什么意思,借呗为何变成网商贷,1
61095,逾期关闭花呗了,我得花呗怎么显示逾期了,0
3707,借呗已还款，为什么没有恢复额度,借呗还款后额度没有,1
847,花呗总欠款怎么查,怎么查看花呗花钱,0
3574,如何限制花呗每天的使用量,每天花呗限制次数吗,0
30378,蚂蚁借呗怎么没有信誉额度了,借呗额度怎么没了,1
53791,花呗自动花呗自动还款，但是可以用邮政储蓄卡直接还款吗，自动还款吗,花呗自动还款不用设置的吗,0
52622,花呗还款是时间到了直接从余额宝里扣除吗,用花呗付款后还款是不是在余额宝上扣除,1
133,我的借呗呗壳没有了,我的捡贝壳突然没了,1
19912,我的花呗额度怎样提升,花呗额度太低，怎么可以提升,1
62796,花呗付款还没确认收货，可以还款吗,微信红包可以还蚂蚁花呗吗,0
52202,花呗分期后下月还可以再分期吗,花呗可二次分期吗,1
29966,我的借呗怎么没有信用额度,借呗怎么没有信用额度,1
53118,收钱用不了花呗了,花呗怎么没有办法收钱了,1
17455,我蚂蚁花呗不是我用的 我用不用还,不花花呗的钱还用还吗,0
21572,花呗选择了分期还款 如何取消,花呗能取消分期还款么,1
30038,我的蚂借呗怎么没有额度了,为什么我的开通不了借呗,0
8035,花呗订单详情,哪个订单用的花呗,0
28824,我在借呗借款怎么还不到帐,我在借呗借的钱怎么还没有到账,1
29913,余额宝和余额里钱都有一部分钱，那么还借呗的时候是分开扣吗,余额宝里有钱，怎么还借呗,0
24268,借呗分期最多能分几期,蚂蚁借呗分***期，一期还多少,0
4925,花呗总额度怎么和使用额度一样,花呗怎么用零时额度,0
23258,花呗，怎么更换号码,我想换花呗号码怎么改,1
20482,我***月***号用花呗买东西，是不是要到***月***号前还款就行,这个花呗到下个月的就***月***号，如果时间不还掉，如果可以拖，还有几天吗,0
38429,我看到卖家商品显示可以使用蚂蚁花呗支付 为什么支付的时候又显示不可以了,蚂蚁花呗为什么支付不了,0
1502,花呗能调还款日期吗,花呗账单可以改还款日吗,1
28884,一个身份证几个可以用花呗,一张身份证下的支付宝账号可以有几个账号开通蚂蚁借呗,0
1281,花呗冻结额度什么时候解除,花呗冻结什么时候解,1
2963,借呗里，可以先息后本吗,蚂蚁借呗我能先息后本,1
15557,花呗分期会对个人信用不好吗,花呗分期对分数有影响吗,1
7078,为什么我的借呗还款后额度没恢复,借呗还款后，为何额度没恢复,1
40530,你能帮我关掉花呗吗,能不能帮我取消开通蚂蚁花呗,1
33409,花呗余额增,可以花呗余额没有变化,0
37103,花呗付款，怎么还花呗,花呗我怎么还,1
10446,我的花呗有一笔已经还钱了，怎么现在又让还钱,我的花呗已经还了，为什么还欠着,1
40419,确认收货多少天算入花呗,确认收货后怎么算入花呗,0
61645,商家如何关闭花呗,商家如何解除花呗,1
45339,我的花呗微为什么用不了,花贝怎么用不了的,1
32208,我想知道我如果开通了花呗，我的额度是多少,花呗金额是多少,0
1664,商户收款花呗付款***,个体商户如何申请花呗收款,0
53081,能不能提前还花呗分期,想提前还花呗分期怎样还,0
30057,花呗有别的手机号了怎么办,手机号蚂蚁花呗,0
35074,二维码收款可以花呗收款吗,蚂蚁花呗也可以收款吗,0
21683,花呗我还的是最低还款,花呗账单最低还款有一个修改金额是什么意思,0
22937,花呗未出账交易怎么取消,交易已经取消，如何取消花呗未出账,1
38418,我为什么申请不了借呗,为什么我刚的蚂蚁借呗申请失败了,1
45528,花呗支付没有密码吗,刚才没有输入付款码花呗就付款了,1
35528,花呗淘宝买东西退款怎么退,用花呗买东西还款完成又退货钱会退还到哪,1
30818,我的花呗为什么提前还款不了,花呗提前还款按照你们的步骤提前还不了咋办,1
8290,蚂蚁借呗审核未通过应怎么办,提交的蚂蚁借呗申请经综合评估暂未通过咋办,1
52324,花呗咋充不了流量,花呗为什么不支持充值流量,1
20081,花呗额度降低,花呗怎么会被降低额度,1
36626,蚂蚁借呗借款有限制次数吗,借呗借款限制次数嘛,1
32286,花呗的手机号不是现在的手机号,花呗绑定的手机号跟支付宝是一个吗,0
26225,我的花呗为什么不能再美团外卖使用了,美图花呗怎么用不了,1
57262,我没有 花呗,我沒有蚂蚁花呗,1
61633,怎么把蚂蚁借呗升级为网商贷,怎么变回网商贷,1
37666,我的花呗会自动扣款吗,花呗到期自动扣钱么,1
17470,有一笔交易我申请了退款，显示退款已成功，交易时用的是花呗支付，但是退款花呗中没有看到,退款显示是退回了花呗，可是我没有看到这笔钱,1
50415,为什么花呗一直显示未绑定银行卡,使用蚂蚁花呗了 但是关键时候显示未绑定银行卡,0
17605,我有花呗红包用了,没有开通花呗能用支付宝红包吗,0
27822,为什么我这笔交易不能用花呗付款了,电费不能用花呗了,0
43273,我怀疑花呗记错帐,我在花呗已经分期过了,0
43652,花呗还款怎样可以用微信还款,花呗微信上订外卖可以吗,0
14685,为什么***还没有借呗,我借呗为什么还没有,1
48857,昨天是花呗还款日 我已经主动还了最低还款金额 怎么又从余额宝扣款还款了,我本来想只还花呗最低还款额，中午也还了，为什么下午自动把我的剩余款项也扣了,1
10857,为什么我的花呗一直不长分,为什么我的花呗一直不涨？信用分也不涨,0
48608,花呗***号用什么时候还,花呗还款日***号晚***点,0
17894,刚还花呗，银行卡上钱已经扣了，不过花呗没有还上去，什么情况,我支付宝没邦银行卡这么还花呗的钱,0
18110,我之前充值qq飞车钻石一直用的花呗,能告诉我系统根据什么判断我线下支付一直不能使用花呗的,0
11783,我要把余额宝还款给花呗，怎么弄,花呗还款余额宝代扣,1
21116,花呗什么时间能开,什么时候我能用花呗,1
18797,为什么有尽情花呗不能用,为什么尽情花呗不可以用,1
8326,我在里面没有看到花呗,怎么我的没有看到蚂蚁花呗,1
9253,我要还我的花呗,花呗钱俺还了吧,0
22335,花呗额度跟什么有关,为什么我的蚂蚁花呗才***块钱额度,0
22810,借呗怎么主动提升额度,借呗，主动申请提额怎么操作,1
9512,花呗里边资料填错能改吗,花呗学历填错了可以改吗,1
13143,我的花呗还款了为什么还显示这么多没还,花呗我刚刚还款了一比怎么还有一比,1
22109,为什么我的花呗扫二维码 扫不了,花呗怎么不能扫付款二维码,1
42230,我的借呗显示逾期，但是没有逾期的，借不了钱了,我不知道蚂蚁买一件，你家被上面的钱不能贷了,0
56758,花呗到小餐馆可以用吗,花呗可以用在饭店吗,1
45132,花呗提升额度 怎么关闭人脸识别,怎么关闭花呗里的人脸识别,1
3104,二维码，然后付款的，通过花呗付款的，可以查到去向吗,如何申请可以支持花呗付款的二维码,0
47428,为啥我得花呗交不了电费，偶尔可以,为什么我这个月用花呗交不了电费了,1
32704,还花呗款还重复了,花呗如果重复还款了怎么办,1
30135,刚还借呗钱能马上拿出来用吗,还进借呗里面的钱还能不能再取出来,1
2130,借呗怎么设置可以不显示在页面,在我的应用里面怎么看不见蚂蚁借呗,0
45062,蚂蚁借呗将暂停服务是真的么,蚂蚁借呗哪里申请额度是什么意思,0
19059,花呗逾期***天刚还了款，被停用多久可恢复,花呗逾期了，不能用了,0
27859,花呗分期了可以提前还完之前所分期的,你知道支付宝花呗分期付款了 能提前还吗,1
10371,借呗里的钱提升不上去了那么久还是这点钱升不上去,为什么我提不了借呗的钱了,0
44249,附近可以用花呗支付的店,花呗在商场可以使用吗,0
22900,借呗到期没还，最长时间是多久,借呗最长还款时间***个月吗,0
10047,为什么这个月我的花呗没有临时额度,***的花呗临时额度,0
33275,怎么能把借呗额度提升,蚂蚁借呗怎么可以涨额度,1
715,蚂蚁借呗还有降额度的吗,借呗额度减少吗,1
8648,为什么最近滴滴不能用花呗了,为什么花呗支付一千后不能再次支付,0
10816,花呗开通不消费要扣钱嘛,开通花呗我不用需要扣手续费吗,1
36037,为什么我花呗收钱码用不了,收钱码可以收花呗吗,0
14879,借呗周期为什么只有***个月和***个月,我的借呗只能选择***个月和***个月,1
42319,借呗不能分***期嘛,我的借呗怎么分了***期,0
44972,怎么看花呗开没开通,我这是开通了么蚂蚁花呗么,0
11674,支付宝挂失后花呗被,帐号挂失后如何查看花呗是否被刷过,0
5772,我说的是蚂蚁借呗只是六个月,为什么我的借呗没有三个月还款方式,1
61996,花呗分期怎么申请,花呗分期怎么注册,1
21205,花呗逾期了三百，逾期六天要多少利息,花呗逾期一天***块利息是多少,1
37752,花呗每周二消费都会减五元么,每周二用花呗消费有***减***元的活动吗,1
16864,我想永久关闭蚂蚁借呗,永久关闭借呗,1
53142,花呗在哪里,花呗在位置,0
19621,用花呗买东西 退款成功 为什么还款还是没变,退款完，花呗的钱为什么没有减少,1
26431,我的支付宝为什么不支持的花呗已经开通了，为什么不能支持花呗收款,开通花呗收款，说我不符合条件,1
18543,我的这个帐号可以开通花呗么,这个帐号可以开通花呗吗,1
5315,我申请的借呗借呗,请你帮我查一下我什么时候申请开通借呗的,0
4424,借呗提前还款后，会停用吗,为什么借呗提前还款会被管,0
8253,花呗如何评估,怎么评估花呗,1
20489,淘宝新号不能用蚂蚁花呗吗,花呗和淘宝要绑定才能用吗,0
32833,花呗 可以给滴滴打车付款吗,花呗可以用滴滴打车支付吗,1
5437,我先关闭花呗，过段时间再开通会提升吗,我的花呗开通时间,0
22558,花呗部分分期,花呗分期免息哪里设置,0
23958,我蚂蚁借呗才开通没有额度,为什么我有蚂蚁借呗可是没有额度了,1
15910,是否可以推迟还花呗,花呗能否还款延迟,1
49936,花呗可以买火车票机票吗,花呗可用于购买火车票吗,1
26777,支付尾款可以使用花呗嘛,可以使用花呗么,0
4440,借呗为什么要人脸识别,开通借呗必须人脸识别吗,1
46669,之前我的花呗固定额度是***，为什么突然变成了***,我得花呗用了几个月了，为什么额度一直都是***,0
56548,能不能设置我的花呗支付不限额度,花呗不能用,0
43555,为什么绑定了银行卡花呗还是用不上,绑定了银行卡但是花呗还是用不了,1
16517,蚂蚁借呗第月一号可借款吗,网商贷跟蚂蚁借呗可同时使用吗,0
21692,我其它都能用花呗支付,我刚刚用花呗支付了一笔钱,0
58527,借呗为什么一直不给我授权,为啥我的蚂蚁借呗显示的是以授权,0
59204,花呗还款曰晚上***点款可以吗,花呗还款日期可以更改的吗,0
21363,花呗逾期***天 负面记录怎么***号更新,花呗逾期会产生负面记录吗,0
45721,花呗标识什么样子,花呗商标是什么样子,1
20822,我怎么没有 花呗呀,我什么我这个上面没有花呗,1
34519,花呗验证失败怎么搞,花呗验证失败怎么办阿,1
14123,花呗手机提前还款，后几个月的手续费还会扣吗,花呗提前还款手续费怎么算,1
31662,怎么设置商家接受花呗,商家收钱码怎么设置花呗收钱,0
21482,新手机号可以申请花呗么,花呗支付的可以申请退款吗,0
33279,蚂蚁借呗***太少了,蚂蚁借呗没有开通,0
